clean_description,NAICS Code,label
hyosung holdings usa inc was founded in 2009 the company s line of business includes the manufacturing of textile goods including linen goods felt goods padding and upholstery filling,314994,192
cti foods holding co llc operates as a holding company the company through its subsidiaries provides pork meat beef poultry soups roasted vegetables chicken breast fillets and dehydrated bean products cti foods holding serves customers in the united states,311422,149
kaman aerospace group inc overview the company designs develops manufactures and supplies complex metallic aerostructures and metallic sub assemblies for manned and unmanned helicopters fixed wing aircraft and ground platforms,336412,467
petmed express inc doing business as 1 800 petmeds is an online pet pharmacy the company offers prescription and non prescription pet medications and other health products and supplies for dogs cats and horses,424210,547
dupont de nemours inc is a holding company which engages in the development of specialty materials chemicals and agricultural products it operates through the following segments electronics and industrial water and protection and corporate and others,326113,275
lindt spr ngli produces quality chocolates today at its 12 own production sites in europe and the usa they are sold by 36 subsidiaries and branch offices as well as via a network of more than 100 independent distributors around the globe in addition lindt spr ngli runs around 520 own shops,424490,561
founded in 1989 soli organic was originally known as shenandoah growers a name inspired by our start in virginia s shenandoah valley since then soli organic has grown into the nation s leading grower of fresh organic culinary herbs providing sustainable organic greens and produce to retailers coast to coast,311942,172
since 1973 we ve helped companies throughout the southern u s by installing maintaining and servicing all types of door loading dock and security systems,811490,1057
ccc holding l l c operates as a holding company the company s line of business includes holding and owning securities of companies other than banks,722513,1034
the company provides monitors maintains and installs security systems devices such as burglar and fire alarms tycotycotyco international plc was a security systems company incorporated in the republic of ireland with operational headquarters in princeton new jersey united states tyco international us inc tyco international was composed of two major business segments security solutions and fire protection wiki tyco internationaltyco international wikipedia integrated security serves commercial residential and government customers throughout the united states,561612,928
allegheny contract flooring inc is a specialty contractor that serves the winchester ma area and specializes in specialty ceilings plaster and gypsum board acoustic treatment flooring painting and coatings wall finishes tile,238110,113
tpa has a rich history of helping communities through travel safety issues child safety programs and various community service projects these activities are supported through the volunteer efforts of our members as well as through joint participation of other organizations,541191,860
the company first started drilling in the lead and zinc fields of southeast missouri pense brothers drilling company expanded its operations to include exploration drilling in the oil and gas fields of the arkoma basin in oklahoma and arkansas,213111,87
amentum is a premier global leader in designing engineering managing and modernizing critical systems and programs of national significance across defense security intelligence energy and environment,488490,731
ward manufacturing llc ward is a leading manufacturer of piping components used in thousands of installations in north america from upscale homes to commercial developments institutional buildings public utilities and grand edifices including such american icons as new york city s freedom tower,331511,319
the greater lafourchelafourchethe name lafourche is from the french for the fork and alludes to the bayou s large outflow of mississippi river water the first settlements of acadians in southern louisiana were near bayou lafourche and bayou des cores which led to a close association of the bayou with cajun culture wiki bayou lafourchebayou lafourche wikipedia port commission was established by the state of louisiana in 1960 and exercises jurisdiction over an area of lafourche parish south of the intracoastal waterway including port fourchon and the south lafourche leonard miller jr airport,813910,1081
founded in 1851 louis dreyfus company is a leading merchant and processor of agricultural goods our activities across a diversified range of business lines span the entire value chain from origination to distribution helping to feed and clothe up to 500 million people every year,424310,548
digital kitchen is a global creative studio that merges emmy winning storytelling content and design to captivate audiences,512110,749
established in 1868 metlife is the largest life insurer in the united states based on life insurance in force the metlife companies offer life insurance annuities auto and home insurance and other financial services to individuals,524114,819
twg warranty group inc provides extended warranty programs and related benefits the company offers underwriting administration and marketing services to manufacturers distributors and retailers twg serves warranty programs for auto home consumer goods and travel industries,541219,865
the company provides spa personalized consultation cleanse and hydration waxing lashes brows makeup facial treatments body massage and pedicure services,611519,950
jmac resources inc operates as a heavy civil and energy services contractor the company offers soil cementing concrete mixes site development land clearing oilfield reclamation and remediation services,424950,575
delaware valley floral group is one of the largest floral distribution companies in the united states with corporate headquarters located in sewell new jersey the company also operates divisions and facilities in cromwell connecticut edison new jersey baltimore maryland miami florida oxnard california,484121,704
founded in 1983 mobile mini inc is the world s leading provider of portable storage solutions committed to providing our customers with superior services and access to a high quality and diverse fleet it is our mission to uphold and expand our leadership positions throughout the united states,332311,332
bausch lomb since 2010 stylized as bausch lomb is an american canadian eye health products company based in vaughan ontario canada it is one of the world s largest suppliers of contact lenses lens care products pharmaceuticals intraocular lenses and other eye surgery products,325412,259
optum rx is a pharmacy care business providing people with more affordable access to prescription medications and therapies,524114,819
who we are since 1979 feed the children has been dedicated to helping children and families with the support of our donors and corporate partners we deliver food and household essentials offer nutrition training and clean water programs provide school supplies and assist in times of disaster,813410,1080
since its beginning in 1997 build a bear has evolved to become a beloved multi generational brand focused on its mission to add a little more heart to life where guests of all ages make their own furry friends in celebration and commemoration of life moments,533110,857
at lone star tech we have a passion for modern it our goal is to empower your organization to use it to build your business our core focus is on leveraging cloud services and it automation for businesses of all sizes our expert customer first team is among the best in the business at delivering quality results,331110,307
timco offers commercial airframe and engine repair and overhaul line maintenance services at multiple locations interior products seats galleys lavs interior retrofit through certification composite work and engineering services,336360,463
georgia pacific llc is an american pulp and paper company based in atlanta georgia and is one of the world s largest manufacturers and distributors of tissue pulp paper toilet and paper towel dispensers packaging building products and related chemicals and other forest products largely made from its own,322291,233
earl w colvard inc doing business as boulevard tire center provides automotive repair services the company offers retail sale of new automobile tires batteries and other automobile parts and accessories boulevard tire center serves customers in the united states,811198,1046
nacco industries inc nacco is an operating holding company for the north american coal corporation nacoal which mines coal primarily for use in power generation and provides value added services for natural resource companies,212114,63
reebok international ltd reebok a subsidiary of adidas ag designs manufactures markets and distributes sport goods and accessories the company s product portfolio comprises sports fitness and casual footwear apparel and accessories,316210,204
mckinney drilling company general information provider of foundation drilling services the company provides the foundations for road and bridge construction businesses helping lay the groundwork before the main construction takes place,423810,533
brinly hardy designs manufactures and sells lawn care products including aerators carts lawn vac systems dethatchers sweepers broadcast spreaders sprayers and rollers gardening equipment such as plows disc harrows and cultivators and landscaping products such as rear blades and box scrapers,332216,331
international data group inc provides technology media events and research businesses solutions the company offers business technology consumer technology digital entertainment and video games,541910,899
vosges haut chocolat was founded in 1998 in chicago illinois when founder katrina markoff pioneered the concept of exotic chocolate by fusing spices herbs nuts and flavors from around the world with premium chocolate,311351,144
we are the industry leader for screen solutions providing fresh air in every home our talented team provides the widest selection of custom window and door screen solutions with unparalleled service reliability and value,332321,335
ajinomoto north america is a family of affiliated companies united by a commitment to pioneering the science of wellbeing industry leader in the research development manufacturing and sale of the highest quality amino acid based products and food solutions,551112,906
cleveland hardware forging co is one of only a few present day cleveland industrial concerns descended from the city s once numerous wagon and carriage parts manufacturers originally started as a small iron works and wagon hardware factory in the late 1870s the firm was incorporated as the cleveland hardware co,336214,457
the company specializes in providing home based medical care behavioral social and palliative care services to individuals with multiple chronic conditions landmark health serves patients in the united states,621399,966
altria group inc overview the company through its subsidiaries manufactures and sells cigarettes moist smokeless tobacco oral tobacco oral nicotine pouches e vapor products pipe tobacco snus products machine made large cigars and other tobacco products,312130,179
neapco designs manufactures and distributes high quality cost effective oem and aftermarket driveline products for automotive light truck heavy truck off road off highway agriculture and industrial applications,336390,465
fiberco was formed through the merger of two regional business to business telecommunications companies which enjoyed complementary strengths one had succeeded in lower layer services such as internet and phone lines whereas the other had focused on higher layer network and security services,314999,193
we provide a full line of agricultural equipment to our farm customers a complete range of lawn and garden products for our increasing number of residential customers and continue to expand our light industrial equipment lines for our landscape and construction customers,459999,690
triton stone group is one of the largest importers of natural stone and other building products in the country we carry a large line of kitchen and bath fixtures tile for all applications and can assist with any commercial or residential project triton stone currently has 23 locations across the southeast,423320,514
crown equities inc is an investment holding company which engages in the acquisition development and sale of real estate properties it operates through the following segments real estate healthcare services and investment holdings,237210,110
o neill beverages co llc provides alcohol beverages the company owns and operates wine brandy and neutral spirits distilleries o neill beverages company serves customers in the state of california,312130,179
founded in 1955 the american mushroom institute ami is a national voluntary trade association representing the growers processors and marketers of cultivated mushrooms in the united states and industry suppliers worldwide membership is available to any person interested in the mushroom industry,813910,1081
the inn of the mountain gods resort and casino and subsidiaries img resort and casino or the company an unincorporated enterprise of the mescalero apache tribe the tribe was established april 30 2003 by the tribe and manages and owns all resort hotel and gaming enterprises of the tribe including the inn,721120,1023
romero s has grown both domestically and internationally domestic growth has come from adding numerous major retail and food service clients and a plethora of independents internationally romero s has expanded distribution of premium quality mexican food product lines to north america asia and europe,311919,168
rtc industries inc of illinois provides loss prevention and security solutions the company offers shelf management retail planning program management security and store ready services rtc industries conducts its business in the united states,335132,433
encore group usa llc provides audiovisual and event technology support services the company offers event branding show management designing video conferencing virtual events power distribution content development and networking services,711310,1004
about us headquartered in houston texas evolve specializes in the design and construction of data center and mission critical facilities since 2004 our proven project approach amplified our positioning to expand our capabilities into other lines of business with the main goal of satisfying our customers,541330,868
national starch and chemical company a member of the ici group manufactures adhesives specialty synthetic polymers electronic and engineering materials specialty food healthcare and industrial starches,311221,137
prolamina corporation is a leading north american packaging company that serves the food medical and specialty markets with technology driven innovative flexible packaging solutions prolamina corporation traces its roots back to 1971,322220,231
data processing air corp provides hvac building products the company offers commercial hvac designing building critical power data center and consulting services data processing air serves clients in the united states,238220,122
glaxosmithkline llc produces and distributes pharmaceutical products the company supplies products for asthma anti virals infections mental health diabetes cardiovascular and digestive treatments as well as other related healthcare products glaxosmithkline serves clients worldwide,424210,547
abb con cise optical group llc distributes contact lenses the company supplies ophthalmic and customize gas permeable lenses abb con cise optical group serves customers in the united states,339115,494
porex corporation a business of filtration group is a global leader in developing a broad portfolio of porous polymer solutions that turn into high value functional components in our customers end products,339113,492
harvest partners lp operates as a private equity firm the company invests in business services and consumer healthcare manufacturing and distribution and industrial sectors harvest partners serves customers worldwide,561720,933
texas united corporation was founded in 1970 the company s line of business includes the manufacturing of industrial inorganic chemicals,325180,247
mondel z international empowers people to snack right in over 150 countries around the world we re leading the future of snacking with iconic global and local brands such as oreo ritz lu clif barclif barclif bar company is an american company that produces energy foods and drinks the company s flagship product clif bar was created by gary erickson and lisa thomas the company is based in emeryville california and was privately held until 2022 when it was acquired by mondelez international for 2 9 billion wiki clif barclif bar wikipedia and tate s bake shop biscuits and baked snacks as well as cadbury dairy milk milkamilkamilka is one of the world s most beloved and recognizable chocolate brands made with alpine milk milka has been delighting consumers in germany and beyond since 1901 the brand with its unique lilac colored packaging and lila the milka cow have a dedicated cow munity of adoring fans around the world our brands milkamilka mondel z international inc and toblerone chocolate,311612,157
praxair surface technologies inc manufactures and supplies surface enhancing materials the company provides solutions to abrasion corrosion erosion galling oxidation and wear praxair surface technologies serves the automotive chemical aviation glass and oil industries worldwide,333992,395
we are an independent 100 employee owned business practicing the art of cone baking since 1918 starting as a family business we built an organization we remain proud to be a part of over 100 years later with that many years under our belt we know how to make the best cones on the market,311999,174
diversified is a leading global technology solutions provider delivering a comprehensive suite of solutions to help a diverse clientele achieve the highest performance levels enhance their operations increase productivity and drive roi,541512,878
for over 60 years childress fabrics furniture has been providing north texas families with quality furniture at an affordable price we carry a wide variety of upholstered furniture including upholstered beds dining room chairs upholstered living room furniture ottomans and more,424990,576
bay associates wire technologies is the one source for your custom cable and cable assembly solutions we have the resources innovative technology and industry expertise to meet the growing needs of customers around the corner and around the world,331420,316
summa holdings inc produces industrial components the company offers metal and non metal ducting systems life support suits lubricating systems lockers doors and gears for the aircraft and aerospace industries,332111,325
wikoff color corporation manufactures printing inks coatings and varnishes the company offers oil based sheetfed inks overprint varnishes energy curable lithographic inks ultraviolet inks water based flexographic products printing inks overprints primers and heat seals,325510,262
suburban propane is a nationwide marketer and distributor of a diverse array of energy related products specializing in propane fuel oil and refined fuels as well as marketing natural gas and electricity in deregulated markets,424720,568
c k industrial services inc provides industrial cleaning solutions the company offers industrial vacuuming water blasting sewer and pipeline and other related services c k industrial services serves customers in the united states,561720,933
with an emphasis on design craft and sustainability hbf hickory business furniture is proud to be part of north carolina s two hundred year old legacy of furniture and textiles manufacturing hbf s expertise is rooted in the understanding of how furniture creates relationships between people and environments,314999,193
american wholesale book company inc was founded in 1992 the company s line of business includes the distribution of books periodicals and newspapers,424990,576
systems services of america inc provides multi unit food service distribution the company offers solutions to broadline systems logistics fresh produce and meat production areas systems services of america serves customers in the united states,424130,546
bridgestone americas inc bsa develops manufactures and markets tires and rubber products the company offers passenger truck bus agricultural motorcycle kart aircraft motor sports and racing tires tubes re treads air springs and rubber tracks bsa serves customers worldwide,332613,343
today star of the west is a premier supplier of flour dry edible beans food grade soybeans and ready to eat wheat flakes star of the west s relationships with wheat growers in michigan allows them to be one of few millers of soft white winter wheat flour a key ingredient in many products,424510,562
dsv solutions llc provides logistic and distribution services the company offers air and ocean freight forwarding contract logistics customs brokerage inbound logistics truckload brokerage and supply chain management services,484121,704
foster dairy farms doing business as crystal creamery provides dairy products the company offers dairy products including milk ice cream cottage cheese sour cream butter yogurt and specialty items like cream and egg nog,311511,151
we re a creative content agency with expertise in marketing product experience and photo video we have a culture that thrives on being a leader in strategy creative and innovation it s how we ve operated for over 50 years we build strong partnerships that result in client success and award winning work,541810,891
a global specialty packaging pioneer ccl is the largest label company in the world and provides innovative solutions to the home personal care premium food beverage healthcare specialty automotive durables and consumer markets worldwide,324191,242
about us aloma bowling centers is orlando s ultimate family entertainment venue with three great locations to serve you boardwalk bowl the largest bowling center in the southeast offers 80 lanes dart boards billiards and a colossal arcade with classic favorites and the newest state of the art games,713990,1021
as a full service commercial hvac company hill york service company hill york provides system maintenance service repairs energy solutions installation and energy service and maintenance agreements for a wide range of systems,238220,122
mahwah bergen retail group inc through its subsidiaries operates as a specialty retailer of apparel for women and tween girls in the united states canada and puerto rico it operates through three segments premium fashion plus fashion and kids fashion,458110,673
ihs holding limited together with its subsidiaries develops owns and operates shared communications infrastructure in nigeria sub saharan africa the middle east and north africa and latin america,541910,899
euler hermes aci provides trade related credit insurance services the company offers domestic and export credit insurance policies that insure clients against commercial and political risk euler hermes serves clients worldwide,524128,822
naborsnaborsnabors industries limited is an american global oil and gas drilling contractor that has operated since 1972 based in houston texas nabors owns the largest land drilling fleet in the world with approximately 400 rigs in more than 20 countries wiki nabors industriesnabors industries wikipedia is a leading provider of advanced technology for the energy industry with operations in more than 15 countries nabors has established a global network of people technology and equipment to deploy solutions that deliver safe efficient and responsible hydrocarbon production,532412,854
our company creates and manufactures best in class parachutes for the military gps precision guided cargo delivery systems low cost cargo delivery parachutes parachute releases personnel and cargo systems rescue and survival equipment space and air vehicle recovery systems and deceleration systems for high,332510,342
crane company operates as a diversified manufacturer of engineered industrial products the company designs and manufactures engineered industrial products under aerospace and electronics process flow technologies payment and merchandising and engineered materials business segments,332919,354
foodcomm international provides meats and meat by products the company offers lamb beef mutton seafood meat and bone meal and poultry products foodcomm international serves retail grocery chains and food service distributors throughout north america,424420,554
alenco is a local home remodeling company that s committed to complete customer satisfaction when you team up with us you re guaranteed quality products and professional workmanship from skilled contractors,238130,115
jamieson manufacturing general information manufacturer and distributor of fencing and perimeter security products based in dallas texas the company provides aluminum and steel frame gates panels gate operators tele entry systems radio control devices fence framework and chain links,321999,222
libbeylibbeylibbey inc formerly libbey glass company and new england glass company is a glass production company headquartered in toledo ohio it was originally founded in 1818 in cambridge massachusetts as the new england glass company before relocating to ohio in 1888 and renaming to libbey glass co wiki libbey incorporatedlibbey incorporated wikipedia inc american glass company that is one of the world s largest manufacturers of glass tableware its headquarters are in toledo ohio libbey was originally founded in 1818 as the new england glass company in east cambridge massachusetts,327110,289
volvo trucks supplies complete transport solutions for discerning professional customers with its full range of medium and heavy duty trucks customer support is provided via a global network of dealers with 2 200 service points in about 130 countries volvo trucks are assembled in 12 countries across the globe,423110,507
about us lenox is the market leader in luxury tableware and gifts the only manufacturer of fine bone china in the united states lenox has celebrated outstanding design and manufacturing for over 124 years and remains the premiere market destination for bridal entertaining and gift giving,316990,205
in north america we ve been producing innovative high performance coatings since 1888 today our businesses supply powder liquid and film coatings products and services to the aerospace automotive marine protective yacht wood and metal manufacturing industries,325510,262
about us alpha packaging inc was founded in 1987 and is the largest independently owned corrugated box manufacturing company in arkansas at home in greenwood arkansas our facility has a manufacturing capacity of 200 000 square feet on 27 acres,326150,280
prime therapeutics llc operates as a pharmaceutical company the company provides clinical solutions solid benefit design cost controls and pharmacy services,524210,824
sun healthcare group inc is a long term care provider operating long term and post acute facilities in various states the company provides therapy pharmacy home care and other services for the healthcare industry,624190,990
founded in 1937 paslin is a full service design and build organization serving the global automotive industry through the concept design construction and deployment of complex automated assembly and welding systems,333514,380
founded in geneva illinois in 1903 burgess norton built the core of its business on piston pins and since inception produced millions of units for all types of internal combustion engines as well as many leading international customers throughout the automotive and truck markets,336310,458
mcgee brothers is dedicated to providing the best masonry services available we have had extensive experience and specialize in all types of construction services including residential and commercial masonry outdoor living concrete finishing flat work poured walls and grading,236115,101
huron casting inc manufactures shell molded steel castings the company also provides services such as machining heat treatment welding painting and assembly to the material handling transportation construction military mining railroad hydraulic and forestry industries,331529,324
vivendi holding i corporation operates as a holding company the company through its subsidiaries offers activities of games television and cinema music telecoms and other related activities,512250,757
company description celadon group provides long haul dry van truckload service throughout north america via subsidiaries celadon trucking services celadon canada and mexico based jaguar the group maintains a fleet of about 3 300 tractors and 8 700 trailers,493110,738
agcagc agc agc kabushiki gaisha formerly asahi glass co ltd is a japanese global glass manufacturing company headquartered in tokyo it is the largest glass company in the world and one of the core mitsubishi companies wiki agc incagc inc wikipedia glass is one of the largest manufacturers of glass and glass related products in north america offering a broad range of glazing solutions for commercial residential interior and industrial applications as well as innovative products for the automotive and electronic display glass markets,327211,291
about us sig sauer inc is a leading provider and manufacturer of firearms electro optics ammunition airguns suppressors remote controlled weapons stations and training,713940,1019
the new york state olympic regional development authoritynew york state olympic regional development authorityorda the new york state olympic regional development authority orda was originally created by the new york state legislature article 8 title 28 nys public authorities law to manage the facilities used during the 1980 olympic winter games at lake placid about us what we doour mission about olympic regional development authority orda was originally created by the state of new york to manage the facilities used during the 1980 olympic winter games at lake placidlake placidthe village of lake placid is near the center of the town of north elba 50 miles 80 km southwest of plattsburgh lake placid became known internationally for hosting the 1932 and the 1980 winter olympics the 1972 and 2023 winter world university games as well as the 2000 goodwill winter games wiki lake placid new yorklake placid new york wikipedia today orda operates multiple venues including the olympic center olympic jumping complex mt,711310,1004
sp fiber technologies llc produces newsprint and paperboard the company supplies newsprint and paper packaging products sp fiber conducts business in dublin georgia,561910,937
a leading global manufacturer of alternators starters electrical equipment and new energy solutions for a comprehensive range of vehicle applications,334514,420
schwabe north america inc manufactures prepared foods and miscellaneous food specialities the company operates in the united states,325412,259
mc assembly holdings inc operates as a holding company the company through its subsidiaries provides printed circuit board assembly repairing integration engineering test development supply chain management electronic manufacturing and inspection services mc assembly holdings operates in the united states,334418,414
tpi corporation is an oem manufacturer of electric heat equipment process heat ovens ventilation products fans lighting equipment and custom thermostatic controls for industrial and commercial markets,333413,376
our focus at lassen canyon nursery inc is to provide a high standard of quality strawberry plants in our over 1200 acres our employees are extremely talented and devoted people who are lassen canyon nursery s greatest asset,424410,553
boston corporate coach is the industry leader in chauffeured transportation and boston corporate coach services worldwide though we started in boston we have grown to now serve over 500 cities in over 25 countries,561110,907
united site services is the leading provider of porta potty rentals in the united states our experienced teams of industry professionals are dedicated to making your project or event a success by providing service,331222,310
we are a leading global provider of food facilities and uniform services to education healthcare business and industry and sports leisure and corrections clients,315210,197
it is the wall co op gin and country store owned by local farmers and governed by a local board of directors farmers bring their modules of cotton from the fields to the gin where the seeds are separated and the fiber is baled for sale on the global market,424510,562
thor industries inc thor is a manufacturer of recreational vehicles rvs the company engages in the production and sale of rvs along with related parts and accessories,336999,477
the company designs manufactures sells and supports power conversion products and solutions that transform power into various usable forms in a variety of applications ranging from manufacturing and industrial processes to instrumentation and measurement,335999,449
we operate as north america s largest overhead door manufacturer including four manufacturing plants and over 50 distribution centers throughout the united states and canada we re a preferred supplier of residential garage doors and overhead commercial and industrial doors,332321,335
as a comprehensive community college northeast state provides university parallel programs designed for students desiring to transfer to another college or university career programs for students planning to enter the workforce immediately upon graduation and continuing educationeducationeducation is the transmission of knowledge skills and character traits and manifests in various forms formal education occurs within a structured institutional framework such as public schools following a curriculum wiki educationeducation wikipedia and community service programs for,923110,1099
amerit fleet solutions inc provides fleet maintenance and management services the company offers on site workforce for heavy duty trucks and trailers amerit fleet solutions serves customers in the united states,488490,731
eeco inc operates as a holding company the company through its subsidiaries provides a full range of commercial banking services to private and business customers throughout the eastern united states,335312,438
amedisys inc amedisys is a healthcare company that offers personalized home health care hospice service and personal care in the us,623110,982
eastern poultry distributors inc distributes poultry products the company offers chicken beef seafood pork eggs specialty and custom products eastern poultry distributors serves clients worldwide,424470,559
resources for human development is a national human services nonprofit with the broadest possible service mission and specializes in creating innovative quality services that support people of all abilities in person centered trauma informed programs across the country,623110,982
unaka company incorporated provides packaging services the company offers contract manufacturing warehousing transportation and other services unaka operates worldwide,332119,329
mwi veterinary supply inc operates as a distributor of animal health products the company sells pharmaceuticals vaccines parasiticides diagnostics capital equipment veterinary pet food and nutritional products mwi veterinary supply conducts business in the united states and the united kingdom,424490,561
cbre group inc is an american commercial real estate services and investment firm the abbreviation cbre stands for coldwell banker richard ellis it is the world s largest commercial real estate services and investment firm based on 2022 revenue cbre group inc,522292,797
company overview cf industries manufactures hydrogen and nitrogen products at nine worldscale manufacturing complexes starting with the production of ammonia which is three parts hydrogen and one part nitrogen the company produces approximately 10 million tons of ammonia annually,325312,254
energy transfer lp overview the company owns and operates a portfolio of refined products natural gas natural gas liquids and crude oil pipelines it also carries out retail and wholesale motor fuel operations and lng terminaling,221210,99
about custom leathercraft manufacturing llc for more than 40 years custom leathercraft manufacturing llc has been an industry leading designer developer and marketer of work gear personal protective equipment and outdoor gear,314910,191
iqor is a business process outsourcing company which provides customer service third party collections and accounts receivable management,488510,732
a fourth generation family owned farming organization firmly planted in north dakota s red river valley more than 80 years ago black gold farms has evolved into a premier agricultural production service and quality organization,111998,27
coastal farm home supply llc offers retail farm and home products including farm and fencing equipment apparel and footwear livestock feed and pet food outdoor living products and sporting goods and power equipment,721214,1027
capital holding group capital is a third generation family owned business bringing years of experience quality work safety and commitment to your job capital is a vertically integrated team of companies in the construction industry that work together to optimize solutions and provide you with the best results,237310,111
as the largest flooring retailer in the pacific northwest great floors offers a large selection of diverse products highlighted by our in stock selection of carpet and hard surface flooring in addition to hundreds of special order carpets and hard stock flooring options,449121,636
we are the second largest of 39 community centers in texas what services do you provide mhmr servicesmhmr servicesmy health my resources of tarrant county mhmr offers behavioral health disability and child and family services for tarrant and surrounding counties health my resources of tarrant county we change lives include mental health addiction and substance use intellectual and developmental disabilities early childhood intervention eci veterans transportation supported employment and homelessness,624190,990
m i electric llc is dedicated to the production of power delivery solutions for the global energy industry our mission empowering energy refers to our commitment to delivering the products and services that enable energy companies to safely and effectively meet the world s growing energy demands,811310,1052
description provider of seeds and seed treatments intended to boost agricultural production by providing quality seeds and seed treatment to growers,424510,562
one of 16 distribution electric cooperatives in north dakota northern plains electric cooperative is the largest geographically it serves some 11 703 meters of 8 214 members on 6 793 miles of line in a 50 to 70 mile area from south of jamestown to the canadian border,444240,603
baker hughes company is an american energy company based in houston texas as one of the world s largest oil field services companies it provides products and services for oil well drilling formation evaluation completion production and reservoir consulting,333914,389
rentech was founded in 1996 to build boilers for people who know and care we design manufacture and repair boilers in a variety of applications for the refining and petro chemical industries power generation and other industries,811310,1052
promotion in motion inc manufactures and markets confections fruit snacks fruit rolls and snack foods the company offers yogurts milk chocolate raisins chocolate candies peanuts and almonds sour candies wafers and cookie dough miniatures promotion in motion operates in the united states,445292,614
sharp electronics corporation in the u s latin america is part of sharp corporation a global technology company we aim to help consumers and organizations of all sizes in our region enhance their performance and adapt to the future through innovative home and business products and services,333310,372
about us haynes furniture based in virginia beach virginia is a 4th generation family business specializing in home furnishings mattresses oriental rugs and flooring,449110,635
weber marking systems about our company sales includes labeling equipment inkjet printers and software as well as a world wide company network for direct selling service and technical support in germany we have a great labels production for custom and stock labels,322220,231
the wisconsin historical society officially the state historical society of wisconsin is simultaneously a state agency and a private membership organization whose purpose is to maintain promote and spread knowledge relating to the history of north america with an emphasis on the state of wisconsin and the trans,923110,1099
deckers brands is a global leader in designing marketing and distributing innovative footwear apparel and accessories developed for both everyday casual lifestyle use and high performance activities the company s portfolio of brands includes ugg hoka teva sanuk koolaburra and ahnu,315250,200
profile bechtel is a privately owned construction company that was founded in 1906 it builds big projects like dams roads fossil fuel and nuclear power plants,237990,112
b w bishop sons inc is a family owned and operated farm corporation doing business as bishop s orchards the farm was started in 1871 by walter goodrich bishop who engaged in general farming including dairy vegetables and ice his son burton walter bishop joined him and expanded the business,111219,8
founded in 1852 koster keunen is the world s leader in natural waxes and wax technology we specialize in the development processing and manufacturing of quality ingredients at each of our production sites our technological strengths include extensive knowledge of waxes emulsifiers esters and their derivatives,325412,259
gts holdings group provides capital liquidity and makes private investments in established well managed and consistently profitable businesses our strategy is to build a portfolio of vertically integrated companies that have exceptional potential for value creation,485999,718
a member of the s p 500 index and a leading supplier of building materials martin marietta employs more than 9 500 people across 28 states canada and the bahamas our aggregates cement ready mixed concrete and asphalt products are the foundational materials on which our communities thrive and grow,327320,296
at exact sciences we re helping eradicate cancer by preventing it detecting it earlier and guiding its personalized treatment we bring together the best in visionary thinking and scientific rigor to create tests including cologuard and oncotype dx that inspire life changing action,541715,889
general wireless operations inc dba radioshack provides retail consumer electronic products and accessories,334310,409
the company provides pest management services and protection against termites mosquitoes rodents and other pests headquartered in memphis tenn with more than 11 400 teammates and 2 9 million customers in 24 countries and territories the company visits more than 50 000 homes and businesses every day,541990,904
kcg inc was founded in 1994 the company s line of business includes the wholesale distribution of stone cement lime construction sand gravel and other construction materials,324191,242
founded in 1956 and headquartered in eighty four pennsylvania 84 lumber is the nation s leading privately held supplier of building materials manufactured components and industry leading services for single and multi family residences and commercial buildings,321215,214
for over 100 years furst mcness has delivered customized commercial feed feed ingredients and consulting to our clients we remain committed to high quality performance based feed technologies with the best ingredients,424910,571
conn s inc operates as a specialty retailer of consumer goods and related services the company offers various products including furniture specialty mattresses home appliances consumer electronics and home office products through both brick and mortar and online retail stores,449210,639
about us hf holdings inc is a nationwide debt collection agency that collects your delinquent accounts using our vast network of law firms and debt collection experts,326191,282
methode electronics inc nyse mei is a leading global supplier of custom engineered solutions with sales engineering and manufacturing locations in north america europe middle east and asia,334413,411
